id,imageUrl,kcalories,class,llm_food_name,llm_image_class,llm_calories,llm_protein,llm_fat,llm_carbs,llm_weight,llm_confidence,llm_calorie_basis,llm_text_readability,llm_portion_difficulty,llm_error_risk,llm_is_single_item,llm_is_mixed_dish,llm_error
"1481","https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1772123025095.jpg","356","nutrition_label","Маршмеллоу с начинкой со вкусом персика","nutrition_label","356","4.7","0","84.3","55","high","nutrition_table","high","low","low","true","false",""
"1482","https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/1cb31d81-ddea-4f5e-bbd9-758f10ffb845/photo-1772124428833.jpg","192","product","тофу","product","200","20","12","6","140","low","visual_estimate","none","medium","medium","false","false",""
"1488","https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1772144958732.jpg","495","label","марципан","product","","","","","","medium","package_text","low","low","medium","true","false",""
"1489","https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1772145182477.jpg","455","nutrition_label","Молочный шоколад Truffino Dubai style","nutrition_label","455","9.5","22.3","51.8","39","high","nutrition_table","high","medium","low","true","false",""
"1497","https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1772211613020.jpg","2","label","Напиток безалкогольный «Волшебный ключик»","product","2","","","0.5","","high","package_text","high","medium","low","true","false",""
"1498","https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/1cb31d81-ddea-4f5e-bbd9-758f10ffb845/photo-1772212022879.jpg","","non_edible","","","","","","","","","","","","","","",""
"1499","https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/1cb31d81-ddea-4f5e-bbd9-758f10ffb845/photo-1772212124941.jpg","","label","яблоки Голден","label","","","","","700","medium","package_text","medium","medium","low","false","false",""
"1500","https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/1cb31d81-ddea-4f5e-bbd9-758f10ffb845/photo-1772212139033.jpg","250","nutrition_label","Цикорий с черникой","nutrition_label","250","","0.5","57","85","high","nutrition_table","high","low","low","true","false",""
"1501","https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/1cb31d81-ddea-4f5e-bbd9-758f10ffb845/photo-1772212156165.jpg","288","nutrition_label","Цикорий растворимый с черникой и шиповником","nutrition_label","288","4","0.1","68","100","high","nutrition_table","high","low","low","true","false",""
"1504","https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/1cb31d81-ddea-4f5e-bbd9-758f10ffb845/photo-1772215553006.jpg","250","product","Картофельное пюре с котлетой","product","","","","","","low","visual_estimate","none","high","high","false","true",""
"1520","https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/1cb31d81-ddea-4f5e-bbd9-758f10ffb845/photo-1772313897624.jpg","41","product","Морковь","product","41","0.9","0.2","9.6","","high","visual_estimate","none","medium","low","true","false",""
"1546","https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1772364484106.jpg","230","nutrition_label","Торт «Маракуйя»","nutrition_label","230.2","6.1","11.8","24.9","100","high","nutrition_table","high","medium","low","true","false",""
"1527","https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/1cb31d81-ddea-4f5e-bbd9-758f10ffb845/photo-1772352760393.jpg","41","product","Морковь","product","41","0.9","0.2","9.6","60","high","visual_estimate","none","low","low","true","false",""
"1528","https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/1cb31d81-ddea-4f5e-bbd9-758f10ffb845/photo-1772352807462.jpg","41","product","Морковь","product","41","0.9","0.2","9.6","","high","visual_estimate","none","low","low","true","false",""
"1529","https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/1cb31d81-ddea-4f5e-bbd9-758f10ffb845/photo-1772352838154.jpg","41","product","Морковь","product","41","0.9","0.2","9.6","","high","visual_estimate","none","low","low","true","false",""
"1553","https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/1cb31d81-ddea-4f5e-bbd9-758f10ffb845/photo-1772375518375.jpg","","product","Хот-дог в тесте","product","","","","","95","high","visual_estimate","medium","low","low","true","true",""
"1532","https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/1cb31d81-ddea-4f5e-bbd9-758f10ffb845/photo-1772352916681.jpg","300","non_edible","","","","","","","","","","","","","","",""
"1533","https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/1cb31d81-ddea-4f5e-bbd9-758f10ffb845/photo-1772352961350.jpg","100","non_edible","","","","","","","","","","","","","","",""
"1554","https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/1cb31d81-ddea-4f5e-bbd9-758f10ffb845/photo-1772446807277.jpg","236","nutrition_label","Лазанья мясная","nutrition_label","235.6","3.1","16.8","18","250","high","nutrition_table","high","low","low","true","true",""
"1555","https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/1cb31d81-ddea-4f5e-bbd9-758f10ffb845/photo-1772446838493.jpg","550","label","Шоколад Ritter Sport Лимонный Мусс","product","","","","","","medium","package_text","high","low","low","true","false",""
"1556","https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/1cb31d81-ddea-4f5e-bbd9-758f10ffb845/photo-1772446847232.jpg","589","nutrition_label","Шоколад белый с лимонной начинкой Ritter Sport","nutrition_label","589","5.9","41","49","100","high","nutrition_table","high","low","low","true","false",""
"1544","https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1772364402016.jpg","317","nutrition_label","Пищевая ценность (Nutrition facts)","nutrition_label","317","6","12.7","34.5","500","high","nutrition_table","high","low","low","false","true",""
"1557","https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/1cb31d81-ddea-4f5e-bbd9-758f10ffb845/photo-1772446887272.jpg","540","label","Шоколадные конфеты Merci","product","","","","","","medium","package_text","high","medium","low","false","true",""
"1559","https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/1cb31d81-ddea-4f5e-bbd9-758f10ffb845/photo-1772447052273.jpg","","product","Мандарин","product","27","0.46","0.17","6.79","58","high","mixed","high","low","low","true","false",""
"1545","https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1772364467869.jpg","316","nutrition_label","торт Тирамису веган","nutrition_label","315.6","5.4","17.6","33.9","","high","nutrition_table","high","medium","low","true","false",""
"1562","https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/1cb31d81-ddea-4f5e-bbd9-758f10ffb845/photo-1772447105024.jpg","563","label","Конфеты Merci","product","","","","","26","high","package_text","high","low","low","false","false",""
"1547","https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1772364496287.jpg","413","nutrition_label","Торт Постный Морковный с Пеканом","nutrition_label","413.2","3.7","25.6","42","500","high","nutrition_table","high","medium","low","true","false",""
"1549","https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1772364567149.jpg","530","nutrition_label","молочный шоколад с солеными фисташками","nutrition_label","529.6","8.4","32","52","100","high","nutrition_table","high","low","low","true","false",""
"1551","https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/1cb31d81-ddea-4f5e-bbd9-758f10ffb845/photo-1772365011831.jpg","590","nutrition_label","Молочный шоколад O'ZERA с цельным фундуком","nutrition_label","590","11","45","36","150","high","nutrition_table","high","low","low","true","false",""
"1558","https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/1cb31d81-ddea-4f5e-bbd9-758f10ffb845/photo-1772446907663.jpg","563","nutrition_label","Шоколадные конфеты Merci","nutrition_label","563","7.6","36.1","50","250","high","nutrition_table","high","medium","low","false","true",""
"1560","https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/1cb31d81-ddea-4f5e-bbd9-758f10ffb845/photo-1772447061926.jpg","","product","Грейпфрут","product","142","2.7","0.4","36.3","354","high","mixed","high","low","low","true","false",""
"1561","https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/1cb31d81-ddea-4f5e-bbd9-758f10ffb845/photo-1772447071123.jpg","275","product","Банан","product","","","","","303","high","visual_estimate","low","low","low","false","false",""
"1564","https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1772449467489.jpg","155","product","Яйца","product","","","","","","medium","visual_estimate","none","medium","low","false","false",""
"1563","https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/1cb31d81-ddea-4f5e-bbd9-758f10ffb845/photo-1772447138929.jpg","340","product","Булочка с семечками","product","","","","","71","high","visual_estimate","high","low","low","true","false",""
"1565","https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1772449530135.jpg","154","product","Яйцо куриное","product","95","7.8","6.8","0.6","61","high","visual_estimate","high","low","low","true","false",""
"1568","https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1772451180286.jpg","41","product","Морковь","product","13","0.3","0.05","3","30","high","visual_estimate","none","low","low","true","false",""
"1550","https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1772364764409.jpg","590","label","Молочный шоколад O`Zera с цельным фундуком","label","590","11","45","36","150","high","package_text","high","medium","low","true","false",""
"1570","https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1772451307340.jpg","546","label","Шоколад OZERA ручной работы","product","","","","","","medium","visual_estimate","high","medium","medium","true","false",""
"1571","https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1772451315109.jpg","590","nutrition_label","Молочный шоколад O'Zera с цельным фундуком","nutrition_label","590","11","45","36","150","high","nutrition_table","high","medium","low","true","false",""
"1573","https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/1cb31d81-ddea-4f5e-bbd9-758f10ffb845/photo-1772452988012.jpg","0","non_edible","","","","","","","","","","","","","","",""
"1574","https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1772464542224.jpg","340","product","Гречневая каша","product","150","5","1.5","30","150","medium","visual_estimate","none","low","medium","true","false",""
"1583","https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1772487592002.jpg","131","nutrition_label","Творожный Даниссимо Королевская клубника","nutrition_label","170","","","","130","high","nutrition_table","high","low","low","true","false",""
"1575","https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1772465274991.jpg","131","label","Риет из морских водорослей с грибами","product","","","","","150","high","package_text","high","low","low","true","true",""
"1576","https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1772465291149.jpg","131","label","Рыбное кулинарное изделие, салат из капусты морской маринованный ""Риет"" ""Закуска"" с грибами","product","131","1.4","9.4","10.1","150","high","package_text","high","low","low","true","false",""
"1578","https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1772465649939.jpg","55","label","Конфета Merci","product","","","","","","medium","visual_estimate","medium","low","low","true","false",""
"1589","https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1772541106962.jpg","362","nutrition_label","Блинчики с вишней и крем-чиз","nutrition_label","362.1","9.9","18.4","39.2","","high","nutrition_table","high","medium","low","false","true",""
"1580","https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1772467138338.jpg","400","product","торт","product","","","","","","low","visual_estimate","none","medium","high","true","true",""
"1581","https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1772467453347.jpg","","label","Конфеты ""Загорская сливочная""","product","","","","","17","medium","package_text","high","low","low","true","false",""
"1584","https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1772487632017.jpg","131","nutrition_label","Творожный продукт «Даниссимо» Королевская клубника","nutrition_label","131","5.5","5.6","14.6","130","high","nutrition_table","high","low","low","true","false",""
"1590","https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1772541112379.jpg","362","label","Блинчики с вишней и крем-чизом","product","362.1","","","","160","high","package_text","high","low","low","false","true",""
"1587","https://gwhqshlpglptxsexagcz.supabase.co/storage/v1/object/public/images/6a8cf369-8209-4a7e-beb4-7578374b0aee/photo-1772534919402.jpg","628","product","Конфета Рафаэлло","product","628","7.2","48.6","38.3","10","medium","visual_estimate","none","low","medium","true","false",""
